"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Feb 02 11:27:23 GMT 2022","Wed Feb 02 11:27:47 GMT 2022","23566","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00301","Master completes order: online",""
"failed","Wed Feb 02 11:27:47 GMT 2022","Wed Feb 02 11:28:11 GMT 2022","24296","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00402","Post and check review add to favorites in the process",""
"passed","Wed Feb 02 11:25:27 GMT 2022","Wed Feb 02 11:25:58 GMT 2022","31263","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00001","Basic Positive User Registration",""
"failed","Wed Feb 02 11:31:15 GMT 2022","Wed Feb 02 11:31:38 GMT 2022","23468","","desktopTests.regressionTests.SearchTests","","desktopTests.regressionTests.SearchTests","t00001","'Best works' will show if filled",""
"failed","Wed Feb 02 11:32:27 GMT 2022","Wed Feb 02 11:32:56 GMT 2022","29348","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00002","Booking: a service for another person",""
"failed","Wed Feb 02 11:31:39 GMT 2022","Wed Feb 02 11:32:03 GMT 2022","24020","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00000","Booking: today's date",""
"failed","Wed Feb 02 11:28:58 GMT 2022","Wed Feb 02 11:29:22 GMT 2022","23468","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"failed","Wed Feb 02 11:29:22 GMT 2022","Wed Feb 02 11:29:49 GMT 2022","26811","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00601","Add master to favorite from search results",""
"failed","Wed Feb 02 11:25:58 GMT 2022","Wed Feb 02 11:26:32 GMT 2022","33122","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00100","Basic positive service publishing, service location: Online",""
"failed","Wed Feb 02 11:30:29 GMT 2022","Wed Feb 02 11:30:50 GMT 2022","21360","","desktopTests.regressionTests.UserProfileTests","","desktopTests.regressionTests.UserProfileTests","t00000","Profile: delete address that was default",""
"failed","Wed Feb 02 11:30:51 GMT 2022","Wed Feb 02 11:31:15 GMT 2022","23499","","desktopTests.regressionTests.SearchTests","","desktopTests.regressionTests.SearchTests","t00000","'Best works' will not show if professional doesn't have any",""
"failed","Wed Feb 02 11:30:08 GMT 2022","Wed Feb 02 11:30:28 GMT 2022","20348","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00701","Search page search: professional name",""
"failed","Wed Feb 02 11:32:03 GMT 2022","Wed Feb 02 11:32:27 GMT 2022","23811","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00001","Booking: your own service for another person",""
"failed","Wed Feb 02 11:27:00 GMT 2022","Wed Feb 02 11:27:23 GMT 2022","23348","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00300","Check orders from user side",""
"failed","Wed Feb 02 11:32:56 GMT 2022","Wed Feb 02 11:33:19 GMT 2022","23227","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00100","Booking: time step, can't navigate back in time via arrows",""
"failed","Wed Feb 02 11:28:11 GMT 2022","Wed Feb 02 11:28:34 GMT 2022","23410","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00403","Review answer",""
"failed","Wed Feb 02 11:28:34 GMT 2022","Wed Feb 02 11:28:58 GMT 2022","23988","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00500","Chat test",""
"failed","Wed Feb 02 11:26:32 GMT 2022","Wed Feb 02 11:27:00 GMT 2022","28259","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00200","Basic booking online",""
"failed","Wed Feb 02 11:29:49 GMT 2022","Wed Feb 02 11:30:08 GMT 2022","18888","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00700","Main page search: professional name",""
"passed","Wed Feb 02 11:24:57 GMT 2022","Wed Feb 02 11:25:27 GMT 2022","30310","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00000","Full Positive User Registration - in order",""
