"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 03 15:28:45 GMT 2022","Thu Feb 03 15:29:14 GMT 2022","28519","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00200","Basic booking online",""
"passed","Thu Feb 03 15:23:40 GMT 2022","Thu Feb 03 15:24:21 GMT 2022","41524","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00001","Booking: your own service for another person",""
"passed","Thu Feb 03 15:31:16 GMT 2022","Thu Feb 03 15:31:27 GMT 2022","11371","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00701","Search page search: professional name",""
"passed","Thu Feb 03 15:29:14 GMT 2022","Thu Feb 03 15:29:28 GMT 2022","13866","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00300","Check orders from user side",""
"passed","Thu Feb 03 15:28:12 GMT 2022","Thu Feb 03 15:28:45 GMT 2022","33753","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00100","Basic positive service publishing, service location: Online",""
"passed","Thu Feb 03 15:29:28 GMT 2022","Thu Feb 03 15:29:41 GMT 2022","13184","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00301","Master completes order: online",""
"passed","Thu Feb 03 15:22:46 GMT 2022","Thu Feb 03 15:23:40 GMT 2022","54122","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00000","Booking: today's date",""
"passed","Thu Feb 03 15:30:18 GMT 2022","Thu Feb 03 15:30:34 GMT 2022","15472","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00500","Chat test",""
"passed","Thu Feb 03 15:26:42 GMT 2022","Thu Feb 03 15:27:16 GMT 2022","34191","","desktopTests.regressionTests.SearchTests","","desktopTests.regressionTests.SearchTests","t00001","'Best works' will show if filled",""
"passed","Thu Feb 03 15:30:47 GMT 2022","Thu Feb 03 15:31:05 GMT 2022","18215","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00601","Add master to favorite from search results",""
"passed","Thu Feb 03 15:29:41 GMT 2022","Thu Feb 03 15:30:01 GMT 2022","20131","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00402","Post and check review add to favorites in the process",""
"passed","Thu Feb 03 15:24:21 GMT 2022","Thu Feb 03 15:25:06 GMT 2022","44365","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00002","Booking: a service for another person",""
"passed","Thu Feb 03 15:25:42 GMT 2022","Thu Feb 03 15:26:15 GMT 2022","32092","","desktopTests.regressionTests.UserProfileTests","","desktopTests.regressionTests.UserProfileTests","t00000","Profile: delete address that was default",""
"passed","Thu Feb 03 15:30:01 GMT 2022","Thu Feb 03 15:30:18 GMT 2022","17291","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00403","Review answer",""
"passed","Thu Feb 03 15:26:16 GMT 2022","Thu Feb 03 15:26:42 GMT 2022","26198","","desktopTests.regressionTests.SearchTests","","desktopTests.regressionTests.SearchTests","t00000","'Best works' will not show if professional doesn't have any",""
"passed","Thu Feb 03 15:27:43 GMT 2022","Thu Feb 03 15:28:12 GMT 2022","28974","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00001","Basic Positive User Registration",""
"passed","Thu Feb 03 15:30:34 GMT 2022","Thu Feb 03 15:30:47 GMT 2022","13027","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"passed","Thu Feb 03 15:25:06 GMT 2022","Thu Feb 03 15:25:42 GMT 2022","35753","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00100","Booking: time step, can't navigate back in time via arrows",""
"passed","Thu Feb 03 15:27:17 GMT 2022","Thu Feb 03 15:27:43 GMT 2022","25796","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00000","Full Positive User Registration - in order",""
"passed","Thu Feb 03 15:31:05 GMT 2022","Thu Feb 03 15:31:16 GMT 2022","10398","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00700","Main page search: professional name",""
