"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 03 16:36:56 GMT 2022","Thu Feb 03 16:37:11 GMT 2022","14954","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00300","Check orders from user side",""
"passed","Thu Feb 03 16:33:41 GMT 2022","Thu Feb 03 16:34:11 GMT 2022","30170","","desktopTests.regressionTests.SearchTests","","desktopTests.regressionTests.SearchTests","t00000","'Best works' will not show if professional doesn't have any",""
"passed","Thu Feb 03 16:38:57 GMT 2022","Thu Feb 03 16:39:09 GMT 2022","11683","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00700","Main page search: professional name",""
"passed","Thu Feb 03 16:38:23 GMT 2022","Thu Feb 03 16:38:38 GMT 2022","14208","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"passed","Thu Feb 03 16:37:47 GMT 2022","Thu Feb 03 16:38:06 GMT 2022","18605","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00403","Review answer",""
"passed","Thu Feb 03 16:37:25 GMT 2022","Thu Feb 03 16:37:47 GMT 2022","22048","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00402","Post and check review add to favorites in the process",""
"passed","Thu Feb 03 16:34:12 GMT 2022","Thu Feb 03 16:34:50 GMT 2022","38473","","desktopTests.regressionTests.SearchTests","","desktopTests.regressionTests.SearchTests","t00001","'Best works' will show if filled",""
"passed","Thu Feb 03 16:35:49 GMT 2022","Thu Feb 03 16:36:26 GMT 2022","36118","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00100","Basic positive service publishing, service location: Online",""
"failed","Thu Feb 03 16:32:24 GMT 2022","Thu Feb 03 16:33:05 GMT 2022","41252","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00100","Booking: time step, can't navigate back in time via arrows",""
"passed","Thu Feb 03 16:33:06 GMT 2022","Thu Feb 03 16:33:41 GMT 2022","34930","","desktopTests.regressionTests.UserProfileTests","","desktopTests.regressionTests.UserProfileTests","t00000","Profile: delete address that was default",""
"passed","Thu Feb 03 16:38:06 GMT 2022","Thu Feb 03 16:38:23 GMT 2022","17303","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00500","Chat test",""
"failed","Thu Feb 03 16:29:49 GMT 2022","Thu Feb 03 16:30:48 GMT 2022","59371","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00000","Booking: today's date",""
"passed","Thu Feb 03 16:39:09 GMT 2022","Thu Feb 03 16:39:21 GMT 2022","12739","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00701","Search page search: professional name",""
"passed","Thu Feb 03 16:31:35 GMT 2022","Thu Feb 03 16:32:24 GMT 2022","49090","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00002","Booking: a service for another person",""
"passed","Thu Feb 03 16:36:26 GMT 2022","Thu Feb 03 16:36:56 GMT 2022","30485","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00200","Basic booking online",""
"passed","Thu Feb 03 16:30:48 GMT 2022","Thu Feb 03 16:31:35 GMT 2022","46121","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00001","Booking: your own service for another person",""
"passed","Thu Feb 03 16:34:51 GMT 2022","Thu Feb 03 16:35:18 GMT 2022","27189","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00000","Full Positive User Registration - in order",""
"passed","Thu Feb 03 16:37:11 GMT 2022","Thu Feb 03 16:37:25 GMT 2022","14343","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00301","Master completes order: online",""
"passed","Thu Feb 03 16:38:38 GMT 2022","Thu Feb 03 16:38:57 GMT 2022","19406","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00601","Add master to favorite from search results",""
"passed","Thu Feb 03 16:35:18 GMT 2022","Thu Feb 03 16:35:49 GMT 2022","31327","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00001","Basic Positive User Registration",""
