"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 03 16:56:05 GMT 2022","Thu Feb 03 16:56:37 GMT 2022","31792","","desktopTests.regressionTests.UserProfileTests","","desktopTests.regressionTests.UserProfileTests","t00000","Profile: delete address that was default",""
"passed","Thu Feb 03 17:01:23 GMT 2022","Thu Feb 03 17:01:34 GMT 2022","10586","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00700","Main page search: professional name",""
"passed","Thu Feb 03 16:57:40 GMT 2022","Thu Feb 03 16:58:04 GMT 2022","24768","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00000","Full Positive User Registration - in order",""
"passed","Thu Feb 03 16:59:48 GMT 2022","Thu Feb 03 17:00:00 GMT 2022","12623","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00301","Master completes order: online",""
"passed","Thu Feb 03 16:58:04 GMT 2022","Thu Feb 03 16:58:32 GMT 2022","27977","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00001","Basic Positive User Registration",""
"passed","Thu Feb 03 16:53:17 GMT 2022","Thu Feb 03 16:54:04 GMT 2022","46642","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00000","Booking: today's date",""
"passed","Thu Feb 03 17:01:34 GMT 2022","Thu Feb 03 17:01:45 GMT 2022","11229","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00701","Search page search: professional name",""
"passed","Thu Feb 03 17:00:37 GMT 2022","Thu Feb 03 17:00:52 GMT 2022","15375","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00500","Chat test",""
"passed","Thu Feb 03 16:58:32 GMT 2022","Thu Feb 03 16:59:07 GMT 2022","34431","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00100","Basic positive service publishing, service location: Online",""
"passed","Thu Feb 03 16:59:34 GMT 2022","Thu Feb 03 16:59:48 GMT 2022","13256","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00300","Check orders from user side",""
"passed","Thu Feb 03 17:00:52 GMT 2022","Thu Feb 03 17:01:05 GMT 2022","13188","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"passed","Thu Feb 03 16:54:45 GMT 2022","Thu Feb 03 16:55:29 GMT 2022","44296","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00002","Booking: a service for another person",""
"passed","Thu Feb 03 16:56:38 GMT 2022","Thu Feb 03 16:57:04 GMT 2022","26580","","desktopTests.regressionTests.SearchTests","","desktopTests.regressionTests.SearchTests","t00000","'Best works' will not show if professional doesn't have any",""
"passed","Thu Feb 03 17:00:00 GMT 2022","Thu Feb 03 17:00:20 GMT 2022","19849","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00402","Post and check review add to favorites in the process",""
"passed","Thu Feb 03 16:57:04 GMT 2022","Thu Feb 03 16:57:39 GMT 2022","34400","","desktopTests.regressionTests.SearchTests","","desktopTests.regressionTests.SearchTests","t00001","'Best works' will show if filled",""
"passed","Thu Feb 03 16:54:04 GMT 2022","Thu Feb 03 16:54:45 GMT 2022","40613","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00001","Booking: your own service for another person",""
"passed","Thu Feb 03 17:00:20 GMT 2022","Thu Feb 03 17:00:37 GMT 2022","16728","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00403","Review answer",""
"passed","Thu Feb 03 17:01:05 GMT 2022","Thu Feb 03 17:01:23 GMT 2022","18145","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00601","Add master to favorite from search results",""
"passed","Thu Feb 03 16:59:07 GMT 2022","Thu Feb 03 16:59:34 GMT 2022","27462","","desktopTests.smokeTests.PositiveTests","","desktopTests.smokeTests.PositiveTests","t00200","Basic booking online",""
"passed","Thu Feb 03 16:55:29 GMT 2022","Thu Feb 03 16:56:04 GMT 2022","34827","","desktopTests.regressionTests.BookingTests","","desktopTests.regressionTests.BookingTests","t00100","Booking: time step, can't navigate back in time via arrows",""
